school_name,address,postal_code,type_code,nature_code,session_code,mainlevel_code,sap_ind_x,autonomous_ind_x,gifted_ind_x,ip_ind_x,latitude,longitude,cluster,school_count,sap_ind_y,autonomous_ind_y,gifted_ind_y,ip_ind_y,sap_ind_pct,autonomous_ind_pct,gifted_ind_pct,ip_ind_pct,cluster_center_lat,cluster_center_lng
PARK VIEW PRIMARY SCHOOL,60 PASIR RIS DRIVE 1,519524,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37801687647812,103.9392021807,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
PUNGGOL COVE PRIMARY SCHOOL,52 Sumang Walk,828674,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.41158455562454,103.89890448429,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
PUNGGOL GREEN PRIMARY SCHOOL,98 Punggol Walk,828772,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.40172590450528,103.898794262307,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
PUNGGOL PRIMARY SCHOOL,61 HOUGANG AVENUE 8,538787,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37820062547641,103.894667159512,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
PUNGGOL VIEW PRIMARY SCHOOL,9 Punggol Place,828845,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.40505250226058,103.905299026568,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
RIVERVALE PRIMARY SCHOOL,80 RIVERVALE DRIVE,545092,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39333506298213,103.904545253288,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
ROSYTH SCHOOL,21 Serangoon North Avenue 4,555855,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,True,False,1.3728583654058,103.87477170399,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
SENG KANG PRIMARY SCHOOL,21 COMPASSVALE WALK,545166,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38925044778224,103.899527879229,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
SENGKANG GREEN PRIMARY SCHOOL,15 Fernvale Road,797636,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3925400930811,103.874984869551,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
SPRINGDALE PRIMARY SCHOOL,71 Anchorvale Link,544799,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39528544463377,103.889416413501,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
TECK GHEE PRIMARY SCHOOL,1 ANG MO KIO STREET 32,569299,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36565018546903,103.851009800453,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
TOWNSVILLE PRIMARY SCHOOL,3 ANG MO KIO AVE 10,569730,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35994649477568,103.853768994775,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
VALOUR PRIMARY SCHOOL,49 Punggol Central,828728,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.40744168163777,103.898762173662,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
WATERWAY PRIMARY SCHOOL,70 Punggol Drive,828802,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39889261226315,103.918585924582,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
XINGHUA PRIMARY SCHOOL,45 HOUGANG AVENUE 1,538882,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35799653782463,103.890216355459,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
XINMIN PRIMARY SCHOOL,9 HOUGANG AVENUE 8,538784,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37176798317468,103.88280991785,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
YANGZHENG PRIMARY SCHOOL,15 SERANGOON AVENUE 3,556108,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3489768083841,103.868467129954,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
YIO CHU KANG PRIMARY SCHOOL,1 HOUGANG STREET 51,538720,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37793264345276,103.885643682171,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
ZHONGHUA PRIMARY SCHOOL,12 SERANGOON AVENUE 4,556095,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36026072476019,103.869712517383,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
ANDERSON SECONDARY SCHOOL,10 ANG MO KIO STREET 53,569206,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.37434001701177,103.851554107068,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
ANDERSON SERANGOON JUNIOR COLLEGE,4500 ANG MO KIO AVENUE 6,569843,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,False,1.37839670972543,103.845885968342,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
ANG MO KIO SECONDARY SCHOOL,6 ANG MO KIO STREET 22,569362,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.36733710171069,103.842154973672,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
BARTLEY SECONDARY SCHOOL,10 JALAN BUNGA RAMPAI,538403,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.33995415587811,103.882806211705,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
BEATTY SECONDARY SCHOOL,1 TOA PAYOH NORTH,318990,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.341790284928,103.852280842345,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
BOWEN SECONDARY SCHOOL,2 LORONG NAPIRI,547529,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.37035994436209,103.877659577677,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
CHIJ ST. JOSEPH'S CONVENT,62 SENGKANG EAST WAY,548595,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.39175222260369,103.902464991543,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
COMPASSVALE SECONDARY SCHOOL,51 COMPASSVALE CRESCENT,545083,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.39614083952009,103.899847164494,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
DEYI SECONDARY SCHOOL,1 ANG MO KIO STREET 42,569277,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.36599702567717,103.852545772422,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
EDGEFIELD SECONDARY SCHOOL,36 PUNGGOL FIELD,828814,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.40059309981824,103.902687385465,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
EUNOIA JUNIOR COLLEGE,2 Sin Ming Place,573838,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,True,1.36213757183547,103.841286169122,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
GREENDALE SECONDARY SCHOOL,51 EDGEDALE PLAINS,828866,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.39696019936894,103.91170014084,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
GUANGYANG SECONDARY SCHOOL,8 BISHAN STREET 12,579807,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34440856042912,103.850208933626,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
HOLY INNOCENTS' HIGH SCHOOL,1191 UPPER SERANGOON ROAD,534786,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.37154508822261,103.896398814264,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
HOUGANG SECONDARY SCHOOL,2 HOUGANG STREET 93,534256,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.37764019332164,103.882533963338,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,10 BISHAN STREET 13,579795,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35017129930314,103.854983746416,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
MAYFLOWER SECONDARY SCHOOL,2 ANG MO KIO STREET 21,569384,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.36827266209722,103.835360726863,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
MONTFORT SECONDARY SCHOOL,50 HOUGANG AVENUE 8,538785,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.37396131656912,103.888928372577,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
NAN CHIAU HIGH SCHOOL,20 ANCHORVALE LINK,545079,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,True,False,False,False,1.38879582498399,103.890004423764,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
NORTH VISTA SECONDARY SCHOOL,11 RIVERVALE LINK,545081,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.381131285358,103.899188813886,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
PEI HWA SECONDARY SCHOOL,21 FERNVALE LINK,797702,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.39037504993234,103.878461745339,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
PEICAI SECONDARY SCHOOL,10 SERANGOON AVENUE 4,556094,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35951583222214,103.870010749055,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
PEIRCE SECONDARY SCHOOL,10 SIN MING WALK,575566,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.36665944653812,103.83021606804,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
PRESBYTERIAN HIGH SCHOOL,5209 ANG MO KIO AVENUE 6,569845,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.38175437421949,103.842382968794,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
PUNGGOL SECONDARY SCHOOL,51 EDGEFIELD PLAINS,828870,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.40205738421399,103.909213706482,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
SENG KANG SECONDARY SCHOOL,10 COMPASSVALE LANE,545090,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.38659683143747,103.898365036709,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
SERANGOON GARDEN SECONDARY SCHOOL,21 SERANGOON NORTH AVENUE 1,555889,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.36932570490947,103.869270301476,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
SERANGOON SECONDARY SCHOOL,11 UPPER SERANGOON VIEW,534237,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.37465538827443,103.902138740699,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
WHITLEY SECONDARY SCHOOL,30 BISHAN STREET 24,579747,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35505208480649,103.842552378136,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
XINMIN SECONDARY SCHOOL,11 HOUGANG AVENUE 8,538789,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.37255884700002,103.88305161385,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5,569868,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.37797597740925,103.84213696352,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
YUYING SECONDARY SCHOOL,47 HOUGANG AVENUE 1,538884,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35713595302467,103.890194755287,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
ZHONGHUA SECONDARY SCHOOL,13 SERANGOON AVENUE 3,556123,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.34840720846208,103.869430481414,7,33,1,3,0,1,3.0,9.1,0.0,3.0,1.3722350147022573,103.87236080631
ANGLICAN HIGH SCHOOL,600 UPPER CHANGI ROAD,487012,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,True,True,False,False,1.33058126205128,103.941082513081,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
ANGSANA PRIMARY SCHOOL,51 Tampines Street 61,528565,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36360590588314,103.9389409004,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
BEDOK GREEN PRIMARY SCHOOL,1 BEDOK SOUTH AVE 2,469317,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.32344593287992,103.937878976352,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
BEDOK GREEN SECONDARY SCHOOL,360 BEDOK NORTH AVE 3,469722,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.33451947288431,103.935028383346,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
BEDOK SOUTH SECONDARY SCHOOL,1 JALAN LANGGAR BEDOK,468585,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.32513655159184,103.950989139261,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
BEDOK VIEW SECONDARY SCHOOL,6 BEDOK SOUTH AVENUE 3,469293,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.32415704029686,103.943776245024,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
BROADRICK SECONDARY SCHOOL,61 DAKOTA CRESCENT,399935,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.30705061123433,103.886917922608,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
CANTONMENT PRIMARY SCHOOL,1 Cantonment Close,88256,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31431505356032,103.892216139188,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
CASUARINA PRIMARY SCHOOL,30 PASIR RIS ST 41,518935,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37246063927999,103.957020286115,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
CEDAR PRIMARY SCHOOL,15 CEDAR AVENUE,349700,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33566084356265,103.87562006259,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
CHANGKAT CHANGI SECONDARY SCHOOL,23 SIMEI ST 3,529894,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.33950630072876,103.953245525564,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
CHANGKAT PRIMARY SCHOOL,11 SIMEI ST 3,529896,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34023163951633,103.952080114035,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
CHONGZHENG PRIMARY SCHOOL,1 TAMPINES STREET 21,529392,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35061130568554,103.951317297552,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
DAMAI PRIMARY SCHOOL,52 BEDOK RESERVOIR CRESCENT,479226,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33524602829747,103.921286435321,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
DAMAI SECONDARY SCHOOL,4800 BEDOK RESERVOIR ROAD,479229,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.33692798510393,103.927091653438,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
DUNMAN SECONDARY SCHOOL,21 TAMPINES STREET 45,529093,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.36065258337022,103.956213906966,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
EAST SPRING PRIMARY SCHOOL,31 TAMPINES ST 33,529258,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35268400746357,103.961676849165,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
EAST SPRING SECONDARY SCHOOL,30 TAMPINES STREET 34,529231,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35622508992581,103.960640700298,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
FENGSHAN PRIMARY SCHOOL,307 BEDOK NORTH ROAD,469680,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.32980598760785,103.931710293058,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
GONGSHANG PRIMARY SCHOOL,1 TAMPINES STREET 42,529176,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35711606790292,103.949144797277,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
HAI SING CATHOLIC SCHOOL,9 PASIR RIS DRIVE 6,519421,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.3743371707478,103.954544548905,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
JUNYUAN PRIMARY SCHOOL,2 Tampines Street 91,528906,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34787074766746,103.939221709073,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
JUNYUAN SECONDARY SCHOOL,11 TAMPINES STREET 84,528933,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35361315263537,103.933886165824,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
LOYANG VIEW SECONDARY SCHOOL,12 PASIR RIS STREET 11,519073,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.36658417167238,103.956944585725,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
MERIDIAN SECONDARY SCHOOL,31 PASIR RIS STREET 51,518901,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.3672468492013,103.948972483629,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
NGEE ANN SECONDARY SCHOOL,1 TAMPINES STREET 32,529283,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.35447525755806,103.956747262496,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
OPERA ESTATE PRIMARY SCHOOL,48 FIDELIO STREET,458436,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31996876377748,103.923752668632,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
PASIR RIS CREST SECONDARY SCHOOL,11 PASIR RIS STREET 41,518934,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.37284060102246,103.959728202919,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
PASIR RIS PRIMARY SCHOOL,5 PASIR RIS STREET 21,518968,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37245132722087,103.962922699031,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
PASIR RIS SECONDARY SCHOOL,390 TAMPINES STREET 21,529400,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35422732653396,103.948962626204,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
POI CHING SCHOOL,21 TAMPINES STREET 71,529067,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,True,False,False,False,1.35765121877679,103.935246486174,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
RADIN MAS PRIMARY SCHOOL,1 BUKIT PURMEI AVENUE,99840,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33436225327519,103.966495566543,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
RED SWASTIKA SCHOOL,350 BEDOK NORTH AVENUE 3,469719,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,True,False,False,False,1.33405659580859,103.934317528484,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
