school_name,address,postal_code,type_code,nature_code,session_code,mainlevel_code,sap_ind_x,autonomous_ind_x,gifted_ind_x,ip_ind_x,latitude,longitude,cluster,school_count,sap_ind_y,autonomous_ind_y,gifted_ind_y,ip_ind_y,sap_ind_pct,autonomous_ind_pct,gifted_ind_pct,ip_ind_pct,cluster_center_lat,cluster_center_lng
SPRINGFIELD SECONDARY SCHOOL,30 TAMPINES AVENUE 8,529593,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34957303471476,103.930354460693,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
ST. HILDA'S PRIMARY SCHOOL,2 Tampines Ave 3,529706,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,True,False,1.34967978969837,103.937016363397,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
ST. HILDA'S SECONDARY SCHOOL,2 TAMPINES STREET 82,528986,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34973922385379,103.937608032148,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
TAMPINES MERIDIAN JUNIOR COLLEGE,21 Pasir Ris Street 71,518799,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,False,1.37633346909682,103.936990723441,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
TAMPINES NORTH PRIMARY SCHOOL,30 TAMPINES AVENUE 9,529565,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36048786025607,103.948768900518,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12,529426,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3504863946694,103.943573098509,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
TAMPINES SECONDARY SCHOOL,252 TAMPINES ST 12,529427,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34926094811197,103.944263709507,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
TANJONG KATONG PRIMARY SCHOOL,10 Seraya Road,437259,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.30498489044822,103.899999965407,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
TANJONG KATONG SECONDARY SCHOOL,130 HAIG ROAD,438796,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.30873515955341,103.897225196199,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
TELOK KURAU PRIMARY SCHOOL,50 BEDOK RESERVOIR RD,479239,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33109611001931,103.911005345855,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
TEMASEK JUNIOR COLLEGE,2 TAMPINES AVENUE 9,529564,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,False,False,False,True,1.35728017255861,103.956185936394,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
TEMASEK PRIMARY SCHOOL,501 BEDOK SOUTH AVE 3,469300,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31720341663064,103.94575943784,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
TEMASEK SECONDARY SCHOOL,600 UPPER EAST COAST ROAD,465561,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.31591673150616,103.947564112022,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
VICTORIA JUNIOR COLLEGE,20 MARINE VISTA,449035,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,True,1.30670174177479,103.919982704149,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
VICTORIA SCHOOL,2 SIGLAP LINK,448880,GOVERNMENT SCHOOL,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,False,True,True,True,1.3087130270751,103.927980966639,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
WHITE SANDS PRIMARY SCHOOL,2 PASIR RIS ST 11,519075,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36563610941695,103.960861814678,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
YU NENG PRIMARY SCHOOL,56 BEDOK NORTH ST 3,469623,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33398037894072,103.932015036296,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
YUMIN PRIMARY SCHOOL,3 TAMPINES STREET 21,529393,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35131569890862,103.950551091373,2,51,3,6,2,3,5.9,11.8,3.9,5.9,1.342877449058009,103.9386926974381
ASSUMPTION ENGLISH SCHOOL,622 UPPER BUKIT TIMAH ROAD,678117,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.36838160662857,103.766687526556,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
ASSUMPTION PATHWAY SCHOOL,30 Cashew Road,679697,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.3696707043227,103.765959130581,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
BEACON PRIMARY SCHOOL,36 Bukit Panjang Ring Road,679944,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38394936211823,103.773632022975,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
BUKIT PANJANG GOVT. HIGH SCHOOL,7 CHOA CHU KANG AVE 4,689809,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.38224243360043,103.738361221869,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
BUKIT PANJANG PRIMARY SCHOOL,109 CASHEW ROAD,679676,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37350089986584,103.769417337654,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
CHIJ OUR LADY QUEEN OF PEACE,4 Chestnut Drive,679287,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.366603668561,103.767412204602,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
CHUA CHU KANG PRIMARY SCHOOL,20 CHOA CHU KANG AVENUE 2,689905,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37775890093367,103.741832917421,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
CHUA CHU KANG SECONDARY SCHOOL,3 TECK WHYE CRESCENT,688845,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.38319029263484,103.751878290333,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
CONCORD PRIMARY SCHOOL,3 CHOA CHU KANG AVE 4,689814,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38026516111464,103.736554295636,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
DE LA SALLE SCHOOL,11 Choa Chu Kang St 52,689285,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3947078296399,103.743201812831,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
DUNEARN SECONDARY SCHOOL,21 BUKIT BATOK WEST AVENUE 2,659204,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.36357900792871,103.74472109107,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
GREENRIDGE PRIMARY SCHOOL,11 JELAPANG ROAD,677744,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3858892193692,103.767794469258,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
GREENRIDGE SECONDARY SCHOOL,32 BUKIT PANJANG RING ROAD,679938,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.38186433722811,103.773828466913,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
JURONG PIONEER JUNIOR COLLEGE,21 Teck Whye Walk,688258,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,False,1.38437406410733,103.75437461519,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
KRANJI PRIMARY SCHOOL,11 CHOA CHU KANG STREET 54,689189,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39356050497104,103.747362720939,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
KRANJI SECONDARY SCHOOL,61 CHOA CHU KANG STREET 51,689333,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.39005109871311,103.741190664845,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
REGENT SECONDARY SCHOOL,50 CHOA CHU KANG NORTH 5,689621,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.39327908335682,103.751034411529,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
SOUTH VIEW PRIMARY SCHOOL,6 Choa Chu Kang Central,689762,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38143123987698,103.747153671,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
ST. ANTHONY'S PRIMARY SCHOOL,30 Bukit Batok St 32,659401,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36411948475833,103.749251919049,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
SWISS COTTAGE SECONDARY SCHOOL,3 BUKIT BATOK STREET 34,659322,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.36471742697475,103.750396136688,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
TECK WHYE PRIMARY SCHOOL,11 TECK WHYE WALK,688261,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38388660469396,103.753924558586,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
UNITY PRIMARY SCHOOL,21 CHOA CHU KANG CRESCENT,688268,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.40278303219036,103.746801233973,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
UNITY SECONDARY SCHOOL,20 CHOA CHU KANG STREET 62,689143,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.40001524119441,103.74602091483,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
WEST SPRING PRIMARY SCHOOL,60 Bukit Panjang Ring Road,679946,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38917971808454,103.76639772288,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
WEST SPRING SECONDARY SCHOOL,61 SENJA ROAD,677737,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.38782283303782,103.760128840155,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
WEST VIEW PRIMARY SCHOOL,31 SENJA ROAD,677742,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38378546546228,103.760273432258,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
YEW TEE PRIMARY SCHOOL,10 CHOA CHU KANG ST 64,689100,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39672603497195,103.751817992962,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
ZHENGHUA PRIMARY SCHOOL,9 Fajar Road,679002,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37942873617052,103.76970317201,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
ZHENGHUA SECONDARY SCHOOL,91 SENJA ROAD,677741,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.38836583415352,103.765510638527,1,29,0,1,0,0,0.0,3.4,0.0,0.0,1.3825906836780535,103.75526287700414
BOON LAY GARDEN PRIMARY SCHOOL,20 BOON LAY DRIVE,649930,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34284013791617,103.712858381937,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
BOON LAY SECONDARY SCHOOL,11 JURONG WEST STREET 65,648354,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34272216334333,103.701891453912,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
BUKIT BATOK SECONDARY SCHOOL,50 BUKIT BATOK WEST AVE 8,658962,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34849111079052,103.74087370482,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
BUKIT TIMAH PRIMARY SCHOOL,111 Lorong Kismis,598112,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3377498622588,103.766855344779,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
BUKIT VIEW PRIMARY SCHOOL,18 BUKIT BATOK STREET 21,659634,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34586054788695,103.75366641455,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
BUKIT VIEW SECONDARY SCHOOL,16 BUKIT BATOK STREET 21,659633,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.3457330554294,103.752226593984,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
COMMONWEALTH SECONDARY SCHOOL,698 WEST COAST ROAD,608784,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.31920395934801,103.745637393049,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
CORPORATION PRIMARY SCHOOL,31 JURONG WEST STREET 24,648347,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35148548772662,103.707578404944,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
CREST SECONDARY SCHOOL,561 JURONG EAST STREET 24,609561,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.3431198045076,103.742628105304,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
DAZHONG PRIMARY SCHOOL,35 BUKIT BATOK STREET 31,659441,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3591797447277,103.74847210784,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
FRONTIER PRIMARY SCHOOL,20 Jurong West Street 61,648200,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33641298743234,103.69970173931,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
FUHUA PRIMARY SCHOOL,65 JURONG EAST STREET 13,609647,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33659726465816,103.736089481883,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
FUHUA SECONDARY SCHOOL,5 JURONG WEST STREET 41,649410,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34701408913756,103.72652089832,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
HILLGROVE SECONDARY SCHOOL,10 BUKIT BATOK STREET 52,659250,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35273576615912,103.752986488399,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
HUA YI SECONDARY SCHOOL,60 JURONG WEST ST 42,649371,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35234365488339,103.721832320169,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
JURONG PRIMARY SCHOOL,320 JURONG EAST Street 32,609476,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34843859698946,103.733156566858,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
JURONG SECONDARY SCHOOL,31 YUAN CHING ROAD,618652,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.33002032220942,103.723952961648,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
JURONG WEST PRIMARY SCHOOL,30 JURONG WEST ST 61,648368,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33917519796104,103.698803732244,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
JURONG WEST SECONDARY SCHOOL,61 JURONG WEST STREET 65,648348,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.33525634688323,103.702098904443,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
JURONGVILLE SECONDARY SCHOOL,202 JURONG EAST AVENUE 1,609790,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35128862770284,103.728907710089,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
JUYING SECONDARY SCHOOL,33 JURONG WEST STREET 91,649038,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.3387227734133,103.687310264575,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
KEMING PRIMARY SCHOOL,90 BUKIT BATOK EAST AVENUE 6,659762,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34552849960874,103.756449399351,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
LAKESIDE PRIMARY SCHOOL,161 Corporation Walk,618310,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33820397704287,103.718089546664,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
LIANHUA PRIMARY SCHOOL,2 BUKIT BATOK STREET 52,659243,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35424191127295,103.754165828711,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
MILLENNIA INSTITUTE,60 Bukit Batok West Avenue 8,658965,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,CENTRALISED INSTITUTE,False,False,False,False,1.35031939200985,103.741593577684,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
PIONEER PRIMARY SCHOOL,31 JURONG WEST STREET 91,649037,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3388763709006,103.687889547387,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
PRINCESS ELIZABETH PRIMARY SCHOOL,30 BUKIT BATOK WEST AVENUE 3,659163,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34919098857585,103.740719208011,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE,128104,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3132658326807,103.756629101811,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
RIVER VALLEY HIGH SCHOOL,6 BOON LAY AVENUE,649961,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,True,True,False,True,1.34459584223718,103.708190688947,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
RULANG PRIMARY SCHOOL,6 JURONG WEST STREET 52,649295,GOVERNMENT SCHOOL,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,False,False,False,False,1.34673868889096,103.718457955487,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
SHUQUN PRIMARY SCHOOL,8 JURONG WEST STREET 51,649332,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34686967259067,103.721559387203,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
WEST GROVE PRIMARY SCHOOL,1 JURONG WEST ST 72,649223,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34471211768915,103.698964212988,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
WESTWOOD PRIMARY SCHOOL,1 Jurong West Street 73,649188,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3477109654722,103.700467520791,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
WESTWOOD SECONDARY SCHOOL,11 JURONG WEST STREET 25,648350,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35373698510994,103.701772102139,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
XINGNAN PRIMARY SCHOOL,5 JURONG WEST STREET 91,649036,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34270639669225,103.687588478681,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
YUAN CHING SECONDARY SCHOOL,103 YUAN CHING ROAD,618654,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34200635764467,103.72089870437,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
YUHUA PRIMARY SCHOOL,158 JURONG EAST STREET 24,609558,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34291981622016,103.740861148879,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
YUHUA SECONDARY SCHOOL,35 JURONG WEST STREET 41,649406,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34718626876968,103.722687235839,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
YUSOF ISHAK SECONDARY SCHOOL,11 BUKIT BATOK STREET 25,658712,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34235172835604,103.760159353985,5,39,1,2,0,1,2.6,5.1,0.0,2.6,1.3434757259776775,103.72618440953808
